Updated On,State,Total Doses Administered,Sessions, Sites ,First Dose Administered,Second Dose Administered,Male (Doses Administered),Female (Doses Administered),Transgender (Doses Administered), Covaxin (Doses Administered),CoviShield (Doses Administered),Sputnik V (Doses Administered),Unnamed: 13,Male(Individuals Vaccinated),Female(Individuals Vaccinated),Transgender(Individuals Vaccinated),Total Individuals Vaccinated,Vaccination_ID
29-01-2021,Arunachal Pradesh,6106,301,150,6106,0,1491,4615,0,0,6106,,,,,,6106,Arunachal Pradesh_29-01-2021
30-01-2021,Arunachal Pradesh,6491,304,150,6491,0,1543,4948,0,0,6491,,,,,,6491,Arunachal Pradesh_30-01-2021
31-01-2021,Arunachal Pradesh,6525,315,151,6525,0,1556,4969,0,0,6525,,,,,,6525,Arunachal Pradesh_31-01-2021
01-02-2021,Arunachal Pradesh,6668,330,154,6668,0,1570,5098,0,0,6668,,,,,,6668,Arunachal Pradesh_01-02-2021
02-02-2021,Arunachal Pradesh,6668,359,165,6668,0,1570,5098,0,0,6668,,,,,,6668,Arunachal Pradesh_02-02-2021
03-02-2021,Arunachal Pradesh,6758,388,174,6758,0,1597,5161,0,0,6758,,,,,,6758,Arunachal Pradesh_03-02-2021
04-02-2021,Arunachal Pradesh,7785,423,178,7785,0,1832,5953,0,0,7785,,,,,,7785,Arunachal Pradesh_04-02-2021
05-02-2021,Arunachal Pradesh,8745,455,183,8745,0,2148,6597,0,0,8745,,,,,,8745,Arunachal Pradesh_05-02-2021
06-02-2021,Arunachal Pradesh,9288,466,183,9288,0,2271,7017,0,0,9288,,,,,,9288,Arunachal Pradesh_06-02-2021
07-02-2021,Arunachal Pradesh,9292,498,190,9292,0,2272,7020,0,0,9292,,,,,,9292,Arunachal Pradesh_07-02-2021
08-02-2021,Arunachal Pradesh,10438,510,192,10438,0,2840,7598,0,6,10432,,,,,,10438,Arunachal Pradesh_08-02-2021
09-02-2021,Arunachal Pradesh,10465,542,193,10465,0,2864,7601,0,28,10437,,,,,,10465,Arunachal Pradesh_09-02-2021
10-02-2021,Arunachal Pradesh,10529,575,196,10529,0,2888,7641,0,28,10501,,,,,,10529,Arunachal Pradesh_10-02-2021
11-02-2021,Arunachal Pradesh,11372,610,196,11372,0,3352,8020,0,28,11344,,,,,,11372,Arunachal Pradesh_11-02-2021
12-02-2021,Arunachal Pradesh,12173,652,196,12173,0,3853,8320,0,28,12145,,,,,,12173,Arunachal Pradesh_12-02-2021
13-02-2021,Arunachal Pradesh,13707,676,198,13251,456,4532,8719,0,28,13223,,,,,,13251,Arunachal Pradesh_13-02-2021
14-02-2021,Arunachal Pradesh,13730,720,198,13274,456,4554,8720,0,28,13246,,,,,,13274,Arunachal Pradesh_14-02-2021
15-02-2021,Arunachal Pradesh,17018,742,199,15434,1584,5721,9713,0,28,15406,,,,,,15434,Arunachal Pradesh_15-02-2021
16-02-2021,Arunachal Pradesh,17130,788,199,15546,1584,5813,9733,0,30,15516,,,,,,15546,Arunachal Pradesh_16-02-2021
17-02-2021,Arunachal Pradesh,17136,857,199,15552,1584,5819,9733,0,30,15522,,,,,,15552,Arunachal Pradesh_17-02-2021
18-02-2021,Arunachal Pradesh,20421,930,201,17389,3032,7186,10203,0,34,17355,,,,,,17389,Arunachal Pradesh_18-02-2021
19-02-2021,Arunachal Pradesh,23982,951,202,19872,4110,8535,11337,0,35,19837,,,,,,19872,Arunachal Pradesh_19-02-2021
20-02-2021,Arunachal Pradesh,24238,993,202,20018,4220,8655,11363,0,54,19964,,,,,,20018,Arunachal Pradesh_20-02-2021
21-02-2021,Arunachal Pradesh,24238,1044,202,20018,4220,8655,11363,0,54,19964,,,,,,20018,Arunachal Pradesh_21-02-2021
22-02-2021,Arunachal Pradesh,26904,1091,202,21550,5354,9962,11588,0,71,21479,,,,,,21550,Arunachal Pradesh_22-02-2021
23-02-2021,Arunachal Pradesh,28444,1130,204,22757,5687,11000,11757,0,73,22684,,,,,,22757,Arunachal Pradesh_23-02-2021
24-02-2021,Arunachal Pradesh,28468,1212,207,22781,5687,11020,11761,0,73,22708,,,,,,22781,Arunachal Pradesh_24-02-2021
25-02-2021,Arunachal Pradesh,31209,1265,207,24649,6560,12613,12036,0,73,24576,,,,,,24649,Arunachal Pradesh_25-02-2021
26-02-2021,Arunachal Pradesh,32865,1281,207,25903,6962,13740,12163,0,76,25827,,,,,,25903,Arunachal Pradesh_26-02-2021
27-02-2021,Arunachal Pradesh,32865,1281,207,25903,6962,13740,12163,0,76,25827,,,,,,25903,Arunachal Pradesh_27-02-2021
28-02-2021,Arunachal Pradesh,32865,1349,210,25903,6962,13740,12163,0,76,25827,,,,,,25903,Arunachal Pradesh_28-02-2021
01-03-2021,Arunachal Pradesh,32865,1431,208,25903,6962,13740,12163,0,76,25827,,,,,,25903,Arunachal Pradesh_01-03-2021
02-03-2021,Arunachal Pradesh,37490,1511,208,29841,7649,17272,12569,0,80,29761,,,,,,29841,Arunachal Pradesh_02-03-2021
03-03-2021,Arunachal Pradesh,37937,1667,209,30253,7684,17595,12658,0,86,30167,,,,,,30253,Arunachal Pradesh_03-03-2021
04-03-2021,Arunachal Pradesh,41398,1747,210,33136,8262,19791,13345,0,111,33025,,,,,,33136,Arunachal Pradesh_04-03-2021
05-03-2021,Arunachal Pradesh,44881,1871,212,35734,9147,21733,14001,0,116,35618,,,,,,35734,Arunachal Pradesh_05-03-2021
06-03-2021,Arunachal Pradesh,46901,1924,212,37249,9652,22719,14530,0,125,37124,,,,,,37249,Arunachal Pradesh_06-03-2021
07-03-2021,Arunachal Pradesh,46960,2081,213,37299,9661,22751,14548,0,128,37171,,,,,,37299,Arunachal Pradesh_07-03-2021
08-03-2021,Arunachal Pradesh,49950,2170,213,39451,10499,24124,15327,0,141,39310,,,,,,39451,Arunachal Pradesh_08-03-2021
09-03-2021,Arunachal Pradesh,41504,6500,48,30634,10870,25063,16441,0,0,41501,,,,,,41504,Arunachal Pradesh_09-03-2021
10-03-2021,Arunachal Pradesh,41675,100,1,30769,10906,25163,16512,0,0,41672,,,,,,41675,Arunachal Pradesh_10-03-2021
11-03-2021,Arunachal Pradesh,44509,9900,76,32947,11562,26894,17615,0,0,44506,,,,,,44509,Arunachal Pradesh_11-03-2021
12-03-2021,Arunachal Pradesh,46763,9700,81,34659,12104,28270,18493,0,0,46760,,,,,,46763,Arunachal Pradesh_12-03-2021
13-03-2021,Arunachal Pradesh,48143,5500,43,35595,12548,29198,18945,0,0,48140,,,,,,48143,Arunachal Pradesh_13-03-2021
14-03-2021,Arunachal Pradesh,48215,100,1,35654,12561,29252,18963,0,0,48212,,,,,,48215,Arunachal Pradesh_14-03-2021
15-03-2021,Arunachal Pradesh,51378,8950,71,38085,13293,31181,20197,0,0,51375,,,,,,51378,Arunachal Pradesh_15-03-2021
16-03-2021,Arunachal Pradesh,63404,6000,49,49653,13751,30356,19297,0,0,63404,,,,,,49653,Arunachal Pradesh_16-03-2021
17-03-2021,Arunachal Pradesh,63870,200,2,50078,13792,30619,19459,0,0,63870,,,,,,50078,Arunachal Pradesh_17-03-2021
18-03-2021,Arunachal Pradesh,67242,9700,80,52511,14731,32146,20365,0,0,67242,,,,,,52511,Arunachal Pradesh_18-03-2021
19-03-2021,Arunachal Pradesh,69729,7350,65,54173,15556,33068,21104,1,0,69729,,,,,,54173,Arunachal Pradesh_19-03-2021
20-03-2021,Arunachal Pradesh,71994,6450,59,55919,16075,34163,21755,1,0,71994,,,,,,55919,Arunachal Pradesh_20-03-2021
21-03-2021,Arunachal Pradesh,72176,0,0,56082,16094,34242,21839,1,0,72176,,,,,,56082,Arunachal Pradesh_21-03-2021
22-03-2021,Arunachal Pradesh,75417,9700,82,58541,16876,35693,22847,1,0,75417,,,,,,58541,Arunachal Pradesh_22-03-2021
23-03-2021,Arunachal Pradesh,77761,6550,54,60221,17540,36567,23652,2,0,77761,,,,,,60221,Arunachal Pradesh_23-03-2021
24-03-2021,Arunachal Pradesh,77826,0,0,60269,17557,36551,23716,2,0,77826,,,,,,60269,Arunachal Pradesh_24-03-2021
25-03-2021,Arunachal Pradesh,81124,9550,76,62868,18256,37964,24847,57,0,81124,,,,,,62868,Arunachal Pradesh_25-03-2021
26-03-2021,Arunachal Pradesh,84011,8950,80,64976,19035,39191,25721,64,0,84011,,,,,,64976,Arunachal Pradesh_26-03-2021
27-03-2021,Arunachal Pradesh,86161,6550,54,66980,19181,40208,26708,64,0,86161,,,,,,66980,Arunachal Pradesh_27-03-2021
28-03-2021,Arunachal Pradesh,86274,6610,39,67041,19233,40246,26731,64,0,86274,,,,,,67041,Arunachal Pradesh_28-03-2021
29-03-2021,Arunachal Pradesh,86714,5800,40,67464,19250,40500,26900,64,0,86714,,,,,,67464,Arunachal Pradesh_29-03-2021
30-03-2021,Arunachal Pradesh,88645,6150,48,68649,19996,41103,27482,64,0,88645,,,,,,68649,Arunachal Pradesh_30-03-2021
31-03-2021,Arunachal Pradesh,88794,6330,38,68791,20003,41146,27581,64,0,88794,,,,,,68791,Arunachal Pradesh_31-03-2021
01-04-2021,Arunachal Pradesh,94722,17200,115,73266,21456,43520,29682,64,0,94722,,,,,,73266,Arunachal Pradesh_01-04-2021
02-04-2021,Arunachal Pradesh,96882,4900,38,75047,21835,44401,30582,64,0,96882,,,,,,75047,Arunachal Pradesh_02-04-2021
03-04-2021,Arunachal Pradesh,100734,8000,63,78114,22620,46016,32034,64,0,100734,,,,,,78114,Arunachal Pradesh_03-04-2021
04-04-2021,Arunachal Pradesh,102608,8050,53,79783,22825,46817,32902,64,0,102608,,,,,,79783,Arunachal Pradesh_04-04-2021
05-04-2021,Arunachal Pradesh,106688,12600,100,82757,23931,48378,34315,64,0,106688,,,,,,82757,Arunachal Pradesh_05-04-2021
06-04-2021,Arunachal Pradesh,109164,9200,76,84581,24583,49360,35157,64,0,109164,,,,,,84581,Arunachal Pradesh_06-04-2021
07-04-2021,Arunachal Pradesh,113682,10500,80,88000,25682,51221,36714,65,0,113682,,,,,,88000,Arunachal Pradesh_07-04-2021
08-04-2021,Arunachal Pradesh,120397,14150,113,93106,27291,53829,39212,65,0,120397,,,,,,93106,Arunachal Pradesh_08-04-2021
09-04-2021,Arunachal Pradesh,126463,13350,112,97939,28524,56374,41500,65,0,126463,,,,,,97939,Arunachal Pradesh_09-04-2021
10-04-2021,Arunachal Pradesh,131302,11700,91,101756,29546,58554,43136,66,0,131302,,,,,,101756,Arunachal Pradesh_10-04-2021
11-04-2021,Arunachal Pradesh,134976,12450,96,104975,30001,60353,44556,66,0,134976,,,,,,104975,Arunachal Pradesh_11-04-2021
12-04-2021,Arunachal Pradesh,144137,18900,145,112551,31586,64383,48102,66,0,144137,,,,,,112551,Arunachal Pradesh_12-04-2021
13-04-2021,Arunachal Pradesh,151848,17370,116,118825,33023,67852,50907,66,0,151848,,,,,,118825,Arunachal Pradesh_13-04-2021
14-04-2021,Arunachal Pradesh,158012,15350,120,124312,33700,70635,53610,67,0,158012,,,,,,124312,Arunachal Pradesh_14-04-2021
15-04-2021,Arunachal Pradesh,161160,12050,93,126950,34210,72011,54872,67,0,161160,,,,,,126950,Arunachal Pradesh_15-04-2021
16-04-2021,Arunachal Pradesh,166632,13500,115,130812,35820,74054,56691,67,0,166632,,,,,,130812,Arunachal Pradesh_16-04-2021
17-04-2021,Arunachal Pradesh,170756,12300,96,133947,36809,75726,58152,69,0,170756,,,,,,133947,Arunachal Pradesh_17-04-2021
18-04-2021,Arunachal Pradesh,172614,8250,69,135342,37272,76453,58820,69,0,172614,,,,,,135342,Arunachal Pradesh_18-04-2021
19-04-2021,Arunachal Pradesh,180287,12950,105,140794,39493,79492,61233,69,0,180287,,,,,,140794,Arunachal Pradesh_19-04-2021
20-04-2021,Arunachal Pradesh,186002,10750,82,145098,40904,81737,63291,70,0,186002,,,,,,145098,Arunachal Pradesh_20-04-2021
21-04-2021,Arunachal Pradesh,190466,13050,105,148680,41786,83736,64874,70,0,190466,,,,,,148680,Arunachal Pradesh_21-04-2021
22-04-2021,Arunachal Pradesh,197443,15600,120,153966,43477,86634,67261,71,0,197443,,,,,,153966,Arunachal Pradesh_22-04-2021
23-04-2021,Arunachal Pradesh,204501,14300,115,159167,45334,89577,69519,71,0,204501,,,,,,159167,Arunachal Pradesh_23-04-2021
24-04-2021,Arunachal Pradesh,209180,11900,89,162665,46515,91561,71033,71,0,209180,,,,,,162665,Arunachal Pradesh_24-04-2021
25-04-2021,Arunachal Pradesh,210335,6100,43,163535,46800,92072,71392,71,0,210335,,,,,,163535,Arunachal Pradesh_25-04-2021
26-04-2021,Arunachal Pradesh,216717,12700,99,168174,48543,94562,73540,72,0,216717,,,,,,168174,Arunachal Pradesh_26-04-2021
27-04-2021,Arunachal Pradesh,222085,12200,89,172178,49907,96792,75313,73,0,222085,,,,,,172178,Arunachal Pradesh_27-04-2021
28-04-2021,Arunachal Pradesh,227853,12250,89,176888,50965,99408,77407,73,0,227853,,,,,,176888,Arunachal Pradesh_28-04-2021
29-04-2021,Arunachal Pradesh,234677,16200,123,182123,52554,102277,79773,73,0,234677,,,,,,182123,Arunachal Pradesh_29-04-2021
30-04-2021,Arunachal Pradesh,241423,14600,111,187103,54320,104933,82096,74,0,241423,,,,,,187103,Arunachal Pradesh_30-04-2021
01-05-2021,Arunachal Pradesh,245524,12750,96,189910,55614,106512,83322,76,0,245524,,,,,,189910,Arunachal Pradesh_01-05-2021
02-05-2021,Arunachal Pradesh,246580,6000,40,190514,56066,106824,83614,76,0,246580,,,,,,190514,Arunachal Pradesh_02-05-2021
03-05-2021,Arunachal Pradesh,252527,17550,126,193841,58686,108792,84972,77,0,252527,,,,,,193841,Arunachal Pradesh_03-05-2021
04-05-2021,Arunachal Pradesh,256929,14600,105,196476,60453,110335,86061,80,0,256929,,,,,,196476,Arunachal Pradesh_04-05-2021
05-05-2021,Arunachal Pradesh,261968,12950,93,199517,62451,112188,87249,80,0,261968,,,,,,199517,Arunachal Pradesh_05-05-2021
06-05-2021,Arunachal Pradesh,267741,18100,131,202965,64776,114127,88758,80,0,267741,,,,,,202965,Arunachal Pradesh_06-05-2021
07-05-2021,Arunachal Pradesh,273182,15550,114,205709,67473,115665,89964,80,0,273182,,,,,,205709,Arunachal Pradesh_07-05-2021
08-05-2021,Arunachal Pradesh,277640,14650,108,207746,69894,116800,90866,80,0,277640,,,,,,207746,Arunachal Pradesh_08-05-2021
09-05-2021,Arunachal Pradesh,278983,6800,47,208414,70569,117143,91191,80,0,278983,,,,,,208414,Arunachal Pradesh_09-05-2021
10-05-2021,Arunachal Pradesh,285021,17900,134,210862,74159,118463,92318,81,0,285021,,,,,,210862,Arunachal Pradesh_10-05-2021
11-05-2021,Arunachal Pradesh,288821,17450,120,212600,76221,119485,93033,82,0,288821,,,,,,212600,Arunachal Pradesh_11-05-2021
12-05-2021,Arunachal Pradesh,290786,15000,106,214210,76576,120418,93710,82,0,290786,,,,,,214210,Arunachal Pradesh_12-05-2021
13-05-2021,Arunachal Pradesh,293469,14800,109,216168,77301,121595,94491,82,0,293469,,,,,,216168,Arunachal Pradesh_13-05-2021
14-05-2021,Arunachal Pradesh,295034,12850,104,217389,77645,122304,95003,82,0,295034,,,,,,217389,Arunachal Pradesh_14-05-2021
15-05-2021,Arunachal Pradesh,296640,12950,98,218759,77881,123119,95558,82,0,296640,,,,,,218759,Arunachal Pradesh_15-05-2021
16-05-2021,Arunachal Pradesh,297055,7700,40,219171,77884,123366,95723,82,0,297055,,,,,,219171,Arunachal Pradesh_16-05-2021
17-05-2021,Arunachal Pradesh,302578,19953,100,224664,77914,126429,98152,83,0,302578,,,,,,224664,Arunachal Pradesh_17-05-2021
18-05-2021,Arunachal Pradesh,308245,19065,95,230286,77959,129403,100797,86,0,308245,,,,,,230286,Arunachal Pradesh_18-05-2021
19-05-2021,Arunachal Pradesh,313429,16890,84,235462,77967,132110,103266,86,0,313429,,,,,,235462,Arunachal Pradesh_19-05-2021
20-05-2021,Arunachal Pradesh,318150,18170,101,240168,77982,134649,105431,88,0,318150,,,,,,240168,Arunachal Pradesh_20-05-2021
21-05-2021,Arunachal Pradesh,321367,15272,88,243375,77992,136372,106913,90,0,321367,0,,,,,243375,Arunachal Pradesh_21-05-2021
22-05-2021,Arunachal Pradesh,323227,16132,88,245155,78072,137340,107725,90,0,323227,0,,,,,245155,Arunachal Pradesh_22-05-2021
23-05-2021,Arunachal Pradesh,324050,10020,50,245978,78072,137773,108115,90,0,324050,0,,,,,245978,Arunachal Pradesh_23-05-2021
24-05-2021,Arunachal Pradesh,327082,17302,100,248988,78094,139387,109510,91,0,327082,0,,,,,248988,Arunachal Pradesh_24-05-2021
25-05-2021,Arunachal Pradesh,328603,18342,88,250439,78164,140154,110194,91,0,328603,0,,,,,250439,Arunachal Pradesh_25-05-2021
26-05-2021,Arunachal Pradesh,329432,15210,78,251257,78175,140611,110554,92,0,329432,0,,,,,251257,Arunachal Pradesh_26-05-2021
27-05-2021,Arunachal Pradesh,330440,14210,84,252251,78189,141155,111003,93,0,330440,0,,,,,252251,Arunachal Pradesh_27-05-2021
28-05-2021,Arunachal Pradesh,331507,12080,80,253299,78208,141692,111514,93,0,331507,0,,,,,253299,Arunachal Pradesh_28-05-2021
29-05-2021,Arunachal Pradesh,332717,11342,74,254447,78270,142307,112047,93,0,332717,0,,,,,254447,Arunachal Pradesh_29-05-2021
30-05-2021,Arunachal Pradesh,333067,5780,34,254795,78272,142504,112198,93,0,333067,0,,,,,254795,Arunachal Pradesh_30-05-2021
31-05-2021,Arunachal Pradesh,334007,11630,77,255678,78329,142969,112616,93,0,334007,0,,,,,255678,Arunachal Pradesh_31-05-2021
01-06-2021,Arunachal Pradesh,336634,12350,59,258237,78397,144364,113777,96,0,336634,0,,,,,258237,Arunachal Pradesh_01-06-2021
02-06-2021,Arunachal Pradesh,343311,16790,78,264847,78464,147782,116969,96,0,343311,0,,,,,264847,Arunachal Pradesh_02-06-2021
03-06-2021,Arunachal Pradesh,351449,19873,89,272908,78541,151974,120835,99,0,351449,0,,,,,272908,Arunachal Pradesh_03-06-2021
04-06-2021,Arunachal Pradesh,362909,22909,105,284334,78575,158149,126082,103,0,362909,0,,,,,284334,Arunachal Pradesh_04-06-2021
05-06-2021,Arunachal Pradesh,372776,20307,96,294176,78600,163145,130925,106,0,372776,0,,,,,294176,Arunachal Pradesh_05-06-2021
06-06-2021,Arunachal Pradesh,376761,11068,62,298148,78613,165163,132879,106,0,376761,0,,,,,298148,Arunachal Pradesh_06-06-2021
07-06-2021,Arunachal Pradesh,384701,21473,118,306022,78679,169233,136682,107,0,384701,0,,,,,306022,Arunachal Pradesh_07-06-2021
08-06-2021,Arunachal Pradesh,390012,16884,94,311287,78725,171930,139248,109,0,390012,0,,,,,311287,Arunachal Pradesh_08-06-2021
09-06-2021,Arunachal Pradesh,395757,20362,128,316960,78797,174793,142057,110,0,395757,0,,,,,316960,Arunachal Pradesh_09-06-2021
10-06-2021,Arunachal Pradesh,400648,16899,110,321736,78912,177424,144199,113,0,400648,0,,,,,321736,Arunachal Pradesh_10-06-2021
11-06-2021,Arunachal Pradesh,405483,18544,123,326492,78991,179942,146437,113,0,405483,0,,,,,326492,Arunachal Pradesh_11-06-2021
12-06-2021,Arunachal Pradesh,410393,18383,122,331364,79029,182454,148797,113,0,410393,0,,,,,331364,Arunachal Pradesh_12-06-2021
13-06-2021,Arunachal Pradesh,414648,13185,76,335606,79042,184587,150906,113,0,414648,0,,,,,335606,Arunachal Pradesh_13-06-2021
14-06-2021,Arunachal Pradesh,420935,20207,114,341823,79112,187972,153738,113,0,420935,0,,,,,341823,Arunachal Pradesh_14-06-2021
15-06-2021,Arunachal Pradesh,426293,16771,100,347059,79234,190675,156271,113,0,426293,0,,,,,347059,Arunachal Pradesh_15-06-2021
16-06-2021,Arunachal Pradesh,438804,28905,109,359462,79342,197199,162146,117,0,438804,0,,,,,359462,Arunachal Pradesh_16-06-2021
17-06-2021,Arunachal Pradesh,453458,44517,111,374023,79435,204954,168945,124,0,453458,0,,,,,374023,Arunachal Pradesh_17-06-2021
18-06-2021,Arunachal Pradesh,468875,54115,120,389369,79506,213270,175974,125,0,468875,0,,,,,389369,Arunachal Pradesh_18-06-2021
19-06-2021,Arunachal Pradesh,478167,19381,100,398545,79622,218239,180181,125,0,478167,0,,,,,398545,Arunachal Pradesh_19-06-2021
20-06-2021,Arunachal Pradesh,480320,7300,41,400684,79636,219425,181134,125,0,480320,0,,,,,400684,Arunachal Pradesh_20-06-2021
21-06-2021,Arunachal Pradesh,494030,33087,145,414267,79763,226603,187532,132,0,494030,0,,,,,414267,Arunachal Pradesh_21-06-2021
22-06-2021,Arunachal Pradesh,505027,28132,117,425013,80014,232240,192639,134,0,505027,0,,,,,425013,Arunachal Pradesh_22-06-2021
23-06-2021,Arunachal Pradesh,517112,29131,120,436991,80121,238619,198236,136,0,517112,0,,,,,436991,Arunachal Pradesh_23-06-2021
24-06-2021,Arunachal Pradesh,529176,29352,118,448592,80584,244775,203681,136,0,529176,0,,,,,448592,Arunachal Pradesh_24-06-2021
25-06-2021,Arunachal Pradesh,540634,29024,112,459890,80744,296628,243832,174,0,540634,0,,,,,,Arunachal Pradesh_25-06-2021
26-06-2021,Arunachal Pradesh,551507,27027,122,470168,81339,302593,248740,174,0,551507,0,,,,,,Arunachal Pradesh_26-06-2021
27-06-2021,Arunachal Pradesh,557701,17322,67,475866,81835,306060,251466,175,0,557701,0,,,,,,Arunachal Pradesh_27-06-2021
28-06-2021,Arunachal Pradesh,573002,36131,146,490029,82973,314419,258401,182,0,573002,0,,,,,,Arunachal Pradesh_28-06-2021
29-06-2021,Arunachal Pradesh,580543,26906,109,496811,83732,318611,261747,185,0,580543,0,,,,,,Arunachal Pradesh_29-06-2021
30-06-2021,Arunachal Pradesh,593355,53673,156,508826,84529,325806,267362,187,0,593355,0,,,,,,Arunachal Pradesh_30-06-2021
01-07-2021,Arunachal Pradesh,604172,33984,126,518465,85707,331793,272190,189,0,604172,0,,,,,,Arunachal Pradesh_01-07-2021
02-07-2021,Arunachal Pradesh,614505,34676,142,527034,87471,337570,276744,191,0,614505,0,,,,,,Arunachal Pradesh_02-07-2021
03-07-2021,Arunachal Pradesh,623711,33756,126,534250,89461,342937,280581,193,0,623711,0,,,,,,Arunachal Pradesh_03-07-2021
04-07-2021,Arunachal Pradesh,629024,18772,81,538776,90248,345928,282902,194,0,629024,0,,,,,,Arunachal Pradesh_04-07-2021
05-07-2021,Arunachal Pradesh,643509,39302,154,549526,93983,354291,289023,195,0,643509,0,,,,,,Arunachal Pradesh_05-07-2021
06-07-2021,Arunachal Pradesh,654032,33260,136,556622,97410,360169,293667,196,0,654032,0,,,,,,Arunachal Pradesh_06-07-2021
07-07-2021,Arunachal Pradesh,667128,37694,136,565823,101305,367427,299503,198,0,667128,0,,,,,,Arunachal Pradesh_07-07-2021
08-07-2021,Arunachal Pradesh,679561,36850,144,574598,104963,374441,304921,199,0,679561,0,,,,,,Arunachal Pradesh_08-07-2021
09-07-2021,Arunachal Pradesh,691414,41156,154,583021,108393,381046,310168,200,0,691414,0,,,,,,Arunachal Pradesh_09-07-2021
10-07-2021,Arunachal Pradesh,701667,34786,135,590002,111665,386815,314652,200,0,701667,0,,,,,,Arunachal Pradesh_10-07-2021
11-07-2021,Arunachal Pradesh,706004,17039,65,593330,112674,389314,316490,200,0,706004,0,,,,,,Arunachal Pradesh_11-07-2021
12-07-2021,Arunachal Pradesh,717072,35623,147,600139,116933,395628,321243,201,0,717072,0,,,,,,Arunachal Pradesh_12-07-2021
